	SV CODE	SV EXPERIMENT CODE	SV EXPERIMENT QA STATUS	SV EXPERIMENT SNR	SV EXPERIMENT WBW	SV IS A VALID EXPERIMENT?	SV IS A VALID VOXEL?
et2024 	svs000 	idf0000 	NA 	89.51 	5.12 	YES 	YES 	et2024 	svs000 	idf0000 	0 	89.51 	5.12 	0 	0
i0217 	svs000 	idf0000 	NA 	43.3 	2.44 	YES 	YES 	i0217 	svs000 	idf0000 	0 	43.3 	2.44 	0 	0
i0217 	svs000 	idf0001 	NA 	171 	2.59 	YES 	YES 	i0217 	svs000 	idf0001 	0 	171.0 	2.59 	0 	0
i0219 	svs000 	idf0000 	NA 	135 	3.6 	YES 	YES 	i0219 	svs000 	idf0000 	0 	135.0 	3.6 	0 	0
i0219 	svs000 	idf0001 	NA 	549 	3.48 	YES 	YES 	i0219 	svs000 	idf0001 	0 	549.0 	3.48 	0 	0
i0220 	svs000 	idf0000 	NA 	29.2 	4.21 	YES 	YES 	i0220 	svs000 	idf0000 	0 	29.2 	4.21 	0 	0
i0220 	svs000 	idf0001 	NA 	98.9 	4.76 	YES 	YES 	i0220 	svs000 	idf0001 	0 	98.9 	4.76 	0 	0
i0221 	svs000 	idf0000 	NA 	128 	4.21 	YES 	YES 	i0221 	svs000 	idf0000 	0 	128.0 	4.21 	0 	0
i0221 	svs000 	idf0001 	NA 	32.7 	4.33 	YES 	YES 	i0221 	svs000 	idf0001 	0 	32.7 	4.33 	0 	0
i0223 	svs000 	idf0000 	NA 	51 	3.39 	YES 	YES 	i0223 	svs000 	idf0000 	0 	51.0 	3.39 	0 	0
i0223 	svs000 	idf0001 	NA 	24.4 	3.72 	YES 	YES 	i0223 	svs000 	idf0001 	0 	24.4 	3.72 	0 	0
i0224 	svs000 	idf0000 	NA 	31.6 	5.77 	YES 	YES 	i0224 	svs000 	idf0000 	0 	31.6 	5.77 	0 	0
i0224 	svs000 	idf0001 	NA 	33.1 	5.71 	YES 	YES 	i0224 	svs000 	idf0001 	0 	33.1 	5.71 	0 	0
i0225 	svs000 	idf0000 	NA 	189 	5.89 	YES 	YES 	i0225 	svs000 	idf0000 	0 	189.0 	5.89 	0 	0
i0225 	svs000 	idf0001 	NA 	173 	5.89 	YES 	YES 	i0225 	svs000 	idf0001 	0 	173.0 	5.89 	0 	0
i0229 	svs000 	idf0003 	NA 			YES 	YES 	i0229 	svs000 	idf0003 	0 	0.0 	0.0 	0 	0
i0229 	svs000 	idf0004 	NA 			YES 	YES 	i0229 	svs000 	idf0004 	0 	0.0 	0.0 	0 	0
i0229 	svs001 	idf0001 	NA 			YES 	YES 	i0229 	svs001 	idf0001 	0 	0.0 	0.0 	0 	0
i0231 	svs000 	idf0002 	NA 	150 	4.5 	YES 	YES 	i0231 	svs000 	idf0002 	0 	150.0 	4.5 	0 	0
i0231 	svs000 	idf0003 	NA 	41.6 	3.81 	YES 	YES 	i0231 	svs000 	idf0003 	0 	41.6 	3.81 	0 	0
i0231 	svs001 	idf0003 	NA 	19.6 	4.73 	YES 	YES 	i0231 	svs001 	idf0003 	0 	19.6 	4.73 	0 	0
i0231 	svs001 	idf0004 	NA 	15.2 	4.43 	YES 	YES 	i0231 	svs001 	idf0004 	0 	15.2 	4.43 	0 	0
i0233 	svs000 	idf0000 	NA 	118 	4.27 	YES 	YES 	i0233 	svs000 	idf0000 	0 	118.0 	4.27 	0 	0
i0233 	svs000 	idf0001 	NA 	193 	5.26 	YES 	YES 	i0233 	svs000 	idf0001 	0 	193.0 	5.26 	0 	0
i0234 	svs000 	idf0000 	NA 	42.6 	4.27 	YES 	YES 	i0234 	svs000 	idf0000 	0 	42.6 	4.27 	0 	0
i0234 	svs001 	idf0000 	NA 	7.35 	1.75 	YES 	YES 	i0234 	svs001 	idf0000 	0 	7.35 	1.75 	0 	0
i0235 	svs000 	idf0000 	NA 	25.5 	7.55 	YES 	YES 	i0235 	svs000 	idf0000 	0 	25.5 	7.55 	0 	0
i0235 	svs000 	idf0001 	NA 	32.2 	5.95 	YES 	YES 	i0235 	svs000 	idf0001 	0 	32.2 	5.95 	0 	0
i0236 	svs000 	idf0003 	NA 	81.2 	5.04 	YES 	YES 	i0236 	svs000 	idf0003 	0 	81.2 	5.04 	0 	0
i0236 	svs000 	idf0004 	NA 	36.9 	3.59 	YES 	YES 	i0236 	svs000 	idf0004 	0 	36.9 	3.59 	0 	0
i0240 	svs000 	idf0000 	NA 	28.5 	3.81 	YES 	YES 	i0240 	svs000 	idf0000 	0 	28.5 	3.81 	0 	0
i0240 	svs000 	idf0001 	NA 	113 	5.11 	YES 	YES 	i0240 	svs000 	idf0001 	0 	113.0 	5.11 	0 	0
i0241 	svs000 	idf0000 	NA 	59.5 	3.89 	YES 	YES 	i0241 	svs000 	idf0000 	0 	59.5 	3.89 	0 	0
i0241 	svs000 	idf0001 	NA 	24.4 	4.35 	YES 	YES 	i0241 	svs000 	idf0001 	0 	24.4 	4.35 	0 	0
i0244 	svs000 	idf0000 	NA 	48.3 	5.87 	YES 	YES 	i0244 	svs000 	idf0000 	0 	48.3 	5.87 	0 	0
i0244 	svs000 	idf0001 	NA 	82.8 	6.33 	YES 	YES 	i0244 	svs000 	idf0001 	0 	82.8 	6.33 	0 	0
i0247 	svs000 	idf0000 	NA 	66.1 	4.88 	YES 	YES 	i0247 	svs000 	idf0000 	0 	66.1 	4.88 	0 	0
i0247 	svs000 	idf0001 	NA 	50.6 	5.11 	YES 	YES 	i0247 	svs000 	idf0001 	0 	50.6 	5.11 	0 	0
i0248 	svs000 	idf0000 	NA 	18.7 	4.2 	YES 	YES 	i0248 	svs000 	idf0000 	0 	18.7 	4.2 	0 	0
i0248 	svs000 	idf0001 	NA 	43.6 	4.43 	YES 	YES 	i0248 	svs000 	idf0001 	0 	43.6 	4.43 	0 	0
i0249 	svs000 	idf0005 	NA 	134 	4.65 	YES 	YES 	i0249 	svs000 	idf0005 	0 	134.0 	4.65 	0 	0
i0249 	svs000 	idf0006 	NA 	35.5 	4.27 	YES 	YES 	i0249 	svs000 	idf0006 	0 	35.5 	4.27 	0 	0
i0253 	svs000 	idf0000 	NA 	39.6 	6.41 	YES 	YES 	i0253 	svs000 	idf0000 	0 	39.6 	6.41 	0 	0
i0253 	svs000 	idf0001 	NA 	24.6 	6.87 	YES 	YES 	i0253 	svs000 	idf0001 	0 	24.6 	6.87 	0 	0
i0253 	svs000 	idf0002 	NA 	56.2 	8.32 	YES 	YES 	i0253 	svs000 	idf0002 	0 	56.2 	8.32 	0 	0
i0262 	svs000 	idf0000 	NA 	52 	4.04 	YES 	YES 	i0262 	svs000 	idf0000 	0 	52.0 	4.04 	0 	0
i0262 	svs000 	idf0001 	NA 	43.4 	3.36 	YES 	YES 	i0262 	svs000 	idf0001 	0 	43.4 	3.36 	0 	0
i0274 	svs000 	idf0000 	NA 	103 	5.04 	YES 	YES 	i0274 	svs000 	idf0000 	0 	103.0 	5.04 	0 	0
i0274 	svs000 	idf0001 	NA 	79.7 	5.65 	YES 	YES 	i0274 	svs000 	idf0001 	0 	79.7 	5.65 	0 	0
i0282 	svs000 	idf0000 	NA 	62 	6.03 	YES 	YES 	i0282 	svs000 	idf0000 	0 	62.0 	6.03 	0 	0
i0282 	svs000 	idf0001 	NA 	61.9 	5.49 	YES 	YES 	i0282 	svs000 	idf0001 	0 	61.9 	5.49 	0 	0
i0283 	svs000 	idf0000 	NA 	23 	6.1 	YES 	YES 	i0283 	svs000 	idf0000 	0 	23.0 	6.1 	0 	0
i0283 	svs000 	idf0001 	NA 	23 	6.79 	YES 	YES 	i0283 	svs000 	idf0001 	0 	23.0 	6.79 	0 	0
i0285 	svs000 	idf0000 	NA 	21 	3.13 	YES 	YES 	i0285 	svs000 	idf0000 	0 	21.0 	3.13 	0 	0
i0285 	svs000 	idf0001 	NA 	33.9 	4.5 	YES 	YES 	i0285 	svs000 	idf0001 	0 	33.9 	4.5 	0 	0
i0286 	svs000 	idf0000 	NA 	12.7 	3.74 	YES 	YES 	i0286 	svs000 	idf0000 	0 	12.7 	3.74 	0 	0
i0286 	svs000 	idf0001 	NA 	14.3 	5.8 	YES 	YES 	i0286 	svs000 	idf0001 	0 	14.3 	5.8 	0 	0
i0291 	svs000 	idf0000 	NA 	98.7 	4.2 	YES 	YES 	i0291 	svs000 	idf0000 	0 	98.7 	4.2 	0 	0
i0291 	svs000 	idf0001 	NA 	63.4 	4.27 	YES 	YES 	i0291 	svs000 	idf0001 	0 	63.4 	4.27 	0 	0
i0296 	svs000 	idf0000 	NA 	80.4 	4.2 	YES 	YES 	i0296 	svs000 	idf0000 	0 	80.4 	4.2 	0 	0
i0296 	svs000 	idf0001 	NA 	67.6 	4.2 	YES 	YES 	i0296 	svs000 	idf0001 	0 	67.6 	4.2 	0 	0
i0297 	svs000 	idf0000 	NA 	27.7 	3.43 	YES 	YES 	i0297 	svs000 	idf0000 	0 	27.7 	3.43 	0 	0
i0297 	svs000 	idf0001 	NA 	20.3 	4.04 	YES 	YES 	i0297 	svs000 	idf0001 	0 	20.3 	4.04 	0 	0
i0299 	svs000 	idf0000 	NA 	17.2 	3.59 	YES 	YES 	i0299 	svs000 	idf0000 	0 	17.2 	3.59 	0 	0
i0299 	svs000 	idf0001 	NA 	66.2 	4.43 	YES 	YES 	i0299 	svs000 	idf0001 	0 	66.2 	4.43 	0 	0
i0307 	svs000 	idf0000 	NA 	29.5 	8.39 	YES 	YES 	i0307 	svs000 	idf0000 	0 	29.5 	8.39 	0 	0
i0307 	svs000 	idf0001 	NA 	31.1 	9.16 	YES 	YES 	i0307 	svs000 	idf0001 	0 	31.1 	9.16 	0 	0
i0309 	svs000 	idf0000 	NA 	35.5 	12.3 	YES 	YES 	i0309 	svs000 	idf0000 	0 	35.5 	12.3 	0 	0
i0309 	svs000 	idf0001 	NA 	120 	12.2 	YES 	YES 	i0309 	svs000 	idf0001 	0 	120.0 	12.2 	0 	0
i0310 	svs000 	idf0003 	NA 	52.7 	4.27 	YES 	YES 	i0310 	svs000 	idf0003 	0 	52.7 	4.27 	0 	0
i0310 	svs000 	idf0004 	NA 	51.4 	3.43 	YES 	YES 	i0310 	svs000 	idf0004 	0 	51.4 	3.43 	0 	0
i0311 	svs000 	idf0000 	NA 	72.2 	4.35 	YES 	YES 	i0311 	svs000 	idf0000 	0 	72.2 	4.35 	0 	0
i0311 	svs000 	idf0001 	NA 	205 	4.96 	YES 	YES 	i0311 	svs000 	idf0001 	0 	205.0 	4.96 	0 	0
i0312 	svs000 	idf0000 	NA 	21.3 	5.8 	YES 	YES 	i0312 	svs000 	idf0000 	0 	21.3 	5.8 	0 	0
i0312 	svs000 	idf0001 	NA 	29.8 	6.33 	YES 	YES 	i0312 	svs000 	idf0001 	0 	29.8 	6.33 	0 	0
i0313 	svs000 	idf0000 	NA 	6.07 	5.95 	YES 	YES 	i0313 	svs000 	idf0000 	0 	6.07 	5.95 	0 	0
i0313 	svs000 	idf0001 	NA 	47 	6.03 	YES 	YES 	i0313 	svs000 	idf0001 	0 	47.0 	6.03 	0 	0
i0328 	svs000 	idf0003 	NA 	31.7 	5.42 	YES 	YES 	i0328 	svs000 	idf0003 	0 	31.7 	5.42 	0 	0
i0328 	svs000 	idf0004 	NA 	28.9 	5.72 	YES 	YES 	i0328 	svs000 	idf0004 	0 	28.9 	5.72 	0 	0
i0328 	svs001 	idf0001 	NA 	11.9 	2.9 	YES 	YES 	i0328 	svs001 	idf0001 	0 	11.9 	2.9 	0 	0
i0332 	svs000 	idf0003 	NA 	134 	5.26 	YES 	YES 	i0332 	svs000 	idf0003 	0 	134.0 	5.26 	0 	0
i0332 	svs000 	idf0004 	NA 	66.9 	5.65 	YES 	YES 	i0332 	svs000 	idf0004 	0 	66.9 	5.65 	0 	0
i0335 	svs000 	idf0000 	NA 	57.7 	5.95 	YES 	YES 	i0335 	svs000 	idf0000 	0 	57.7 	5.95 	0 	0
i0335 	svs000 	idf0001 	NA 	27.3 	8.39 	YES 	YES 	i0335 	svs000 	idf0001 	0 	27.3 	8.39 	0 	0
i0336 	svs000 	idf0000 	NA 	37.1 	4.88 	YES 	YES 	i0336 	svs000 	idf0000 	0 	37.1 	4.88 	0 	0
i0336 	svs000 	idf0001 	NA 	167 	5.26 	YES 	YES 	i0336 	svs000 	idf0001 	0 	167.0 	5.26 	0 	0
i0351 	svs000 	idf0000 	NA 	25.3 	5.34 	YES 	YES 	i0351 	svs000 	idf0000 	0 	25.3 	5.34 	0 	0
i0351 	svs000 	idf0001 	NA 	25.5 	6.2 	YES 	YES 	i0351 	svs000 	idf0001 	0 	25.5 	6.2 	0 	0
i0352 	svs000 	idf0000 	NA 	57.4 	2.29 	YES 	YES 	i0352 	svs000 	idf0000 	0 	57.4 	2.29 	0 	0
i0352 	svs000 	idf0001 	NA 	38.2 	2.47 	YES 	YES 	i0352 	svs000 	idf0001 	0 	38.2 	2.47 	0 	0
i0353 	svs000 	idf0000 	NA 			YES 	YES 	i0353 	svs000 	idf0000 	0 	0.0 	0.0 	0 	0
i0353 	svs000 	idf0001 	NA 	102 	5.34 	YES 	YES 	i0353 	svs000 	idf0001 	0 	102.0 	5.34 	0 	0
i0354 	svs000 	idf0000 	NA 	119 	4.85 	YES 	YES 	i0354 	svs000 	idf0000 	0 	119.0 	4.85 	0 	0
i0354 	svs000 	idf0001 	NA 	113 	4.82 	YES 	YES 	i0354 	svs000 	idf0001 	0 	113.0 	4.82 	0 	0
i0356 	svs000 	idf0000 	NA 	12.2 	5.28 	YES 	YES 	i0356 	svs000 	idf0000 	0 	12.2 	5.28 	0 	0
i0356 	svs000 	idf0001 	NA 	54.2 	4.91 	YES 	YES 	i0356 	svs000 	idf0001 	0 	54.2 	4.91 	0 	0
i0357 	svs000 	idf0000 	NA 	44.5 	4.49 	YES 	YES 	i0357 	svs000 	idf0000 	0 	44.5 	4.49 	0 	0
i0357 	svs000 	idf0001 	NA 	50.4 	4.49 	YES 	YES 	i0357 	svs000 	idf0001 	0 	50.4 	4.49 	0 	0
i0358 	svs000 	idf0000 	NA 	83.4 	4.3 	YES 	YES 	i0358 	svs000 	idf0000 	0 	83.4 	4.3 	0 	0
i0358 	svs000 	idf0001 	NA 	50.2 	4.52 	YES 	YES 	i0358 	svs000 	idf0001 	0 	50.2 	4.52 	0 	0
i0359 	svs000 	idf0000 	NA 	49.7 	4 	YES 	YES 	i0359 	svs000 	idf0000 	0 	49.7 	4.0 	0 	0
i0359 	svs000 	idf0001 	NA 	115 	4.52 	YES 	YES 	i0359 	svs000 	idf0001 	0 	115.0 	4.52 	0 	0
i0360 	svs000 	idf0000 	NA 	42.4 	5.58 	YES 	YES 	i0360 	svs000 	idf0000 	0 	42.4 	5.58 	0 	0
i0360 	svs000 	idf0001 	NA 	35.6 	5.83 	YES 	YES 	i0360 	svs000 	idf0001 	0 	35.6 	5.83 	0 	0
i0361 	svs000 	idf0000 	NA 			YES 	YES 	i0361 	svs000 	idf0000 	0 	0.0 	0.0 	0 	0
i0361 	svs000 	idf0001 	NA 	92.2 	4.15 	YES 	YES 	i0361 	svs000 	idf0001 	0 	92.2 	4.15 	0 	0
i0362 	svs000 	idf0003 	NA 	31.4 	5.55 	YES 	YES 	i0362 	svs000 	idf0003 	0 	31.4 	5.55 	0 	0
i0362 	svs000 	idf0004 	NA 	25.3 	5.34 	YES 	YES 	i0362 	svs000 	idf0004 	0 	25.3 	5.34 	0 	0
i0365 	svs000 	idf0000 	NA 	63.3 	5.4 	YES 	YES 	i0365 	svs000 	idf0000 	0 	63.3 	5.4 	0 	0
i0365 	svs000 	idf0001 	NA 	83.6 	5.89 	YES 	YES 	i0365 	svs000 	idf0001 	0 	83.6 	5.89 	0 	0
i0367 	svs000 	idf0000 	NA 	24.9 	5.86 	YES 	YES 	i0367 	svs000 	idf0000 	0 	24.9 	5.86 	0 	0
i0367 	svs000 	idf0001 	NA 	27.5 	5.68 	YES 	YES 	i0367 	svs000 	idf0001 	0 	27.5 	5.68 	0 	0
i0368 	svs000 	idf0000 	NA 	45.7 	6.41 	YES 	YES 	i0368 	svs000 	idf0000 	0 	45.7 	6.41 	0 	0
i0368 	svs000 	idf0001 	NA 	248 	7.72 	YES 	YES 	i0368 	svs000 	idf0001 	0 	248.0 	7.72 	0 	0
i0370 	svs000 	idf0000 	NA 	45 	3.39 	YES 	YES 	i0370 	svs000 	idf0000 	0 	45.0 	3.39 	0 	0
i0370 	svs000 	idf0001 	NA 	43.3 	3.54 	YES 	YES 	i0370 	svs000 	idf0001 	0 	43.3 	3.54 	0 	0
i0372 	svs000 	idf0000 	NA 	54.2 	2.08 	YES 	YES 	i0372 	svs000 	idf0000 	0 	54.2 	2.08 	0 	0
i0372 	svs000 	idf0001 	NA 	46 	2.08 	YES 	YES 	i0372 	svs000 	idf0001 	0 	46.0 	2.08 	0 	0
i0373 	svs000 	idf0000 	NA 	28.9 	5.83 	YES 	YES 	i0373 	svs000 	idf0000 	0 	28.9 	5.83 	0 	0
i0373 	svs000 	idf0001 	NA 	21.2 	6.32 	YES 	YES 	i0373 	svs000 	idf0001 	0 	21.2 	6.32 	0 	0
i0375 	svs000 	idf0000 	NA 	36.2 	4.52 	YES 	YES 	i0375 	svs000 	idf0000 	0 	36.2 	4.52 	0 	0
i0375 	svs000 	idf0001 	NA 	33.8 	4.39 	YES 	YES 	i0375 	svs000 	idf0001 	0 	33.8 	4.39 	0 	0
i0376 	svs000 	idf0000 	NA 	51.4 	4.7 	YES 	YES 	i0376 	svs000 	idf0000 	0 	51.4 	4.7 	0 	0
i0376 	svs000 	idf0001 	NA 	46 	4.61 	YES 	YES 	i0376 	svs000 	idf0001 	0 	46.0 	4.61 	0 	0
i0377 	svs000 	idf0000 	NA 	46.9 	5.65 	YES 	YES 	i0377 	svs000 	idf0000 	0 	46.9 	5.65 	0 	0
i0377 	svs000 	idf0001 	NA 	50.3 	5.55 	YES 	YES 	i0377 	svs000 	idf0001 	0 	50.3 	5.55 	0 	0
i0378 	svs000 	idf0002 	NA 			YES 	YES 	i0378 	svs000 	idf0002 	0 	0.0 	0.0 	0 	0
i0378 	svs000 	idf0003 	NA 			YES 	YES 	i0378 	svs000 	idf0003 	0 	0.0 	0.0 	0 	0
i0378 	svs000 	idf0004 	NA 			YES 	YES 	i0378 	svs000 	idf0004 	0 	0.0 	0.0 	0 	0
i0380 	svs000 	idf0000 	NA 	13.8 	2.38 	YES 	YES 	i0380 	svs000 	idf0000 	0 	13.8 	2.38 	0 	0
i0380 	svs000 	idf0001 	NA 	27.1 	1.92 	YES 	YES 	i0380 	svs000 	idf0001 	0 	27.1 	1.92 	0 	0
i0381 	svs000 	idf0000 	NA 	29.1 	6.9 	YES 	YES 	i0381 	svs000 	idf0000 	0 	29.1 	6.9 	0 	0
i0381 	svs000 	idf0001 	NA 	44 	6.71 	YES 	YES 	i0381 	svs000 	idf0001 	0 	44.0 	6.71 	0 	0
i0383 	svs000 	idf0000 	NA 	39.8 	4.06 	YES 	YES 	i0383 	svs000 	idf0000 	0 	39.8 	4.06 	0 	0
i0383 	svs000 	idf0001 	NA 	28.6 	4.91 	YES 	YES 	i0383 	svs000 	idf0001 	0 	28.6 	4.91 	0 	0
i0386 	svs000 	idf0000 	NA 	39.5 	2.9 	YES 	YES 	i0386 	svs000 	idf0000 	0 	39.5 	2.9 	0 	0
i0386 	svs000 	idf0001 	NA 	212 	2.32 	YES 	YES 	i0386 	svs000 	idf0001 	0 	212.0 	2.32 	0 	0
i0388 	svs000 	idf0000 	NA 	37.9 	4.39 	YES 	YES 	i0388 	svs000 	idf0000 	0 	37.9 	4.39 	0 	0
i0388 	svs000 	idf0001 	NA 	79.4 	4.46 	YES 	YES 	i0388 	svs000 	idf0001 	0 	79.4 	4.46 	0 	0
i0390 	svs000 	idf0000 	NA 	21.6 	7.05 	YES 	YES 	i0390 	svs000 	idf0000 	0 	21.6 	7.05 	0 	0
i0390 	svs000 	idf0001 	NA 	32.7 	7.08 	YES 	YES 	i0390 	svs000 	idf0001 	0 	32.7 	7.08 	0 	0
i0391 	svs000 	idf0000 	NA 			YES 	YES 	i0391 	svs000 	idf0000 	0 	0.0 	0.0 	0 	0
i0391 	svs000 	idf0001 	NA 	64 	3.33 	YES 	YES 	i0391 	svs000 	idf0001 	0 	64.0 	3.33 	0 	0
i0391 	svs000 	idf0002 	NA 	172 	3.11 	YES 	YES 	i0391 	svs000 	idf0002 	0 	172.0 	3.11 	0 	0
i0393 	svs000 	idf0000 	NA 	22.3 	5.71 	YES 	YES 	i0393 	svs000 	idf0000 	0 	22.3 	5.71 	0 	0
i0393 	svs000 	idf0001 	NA 	19.4 	5.98 	YES 	YES 	i0393 	svs000 	idf0001 	0 	19.4 	5.98 	0 	0
i0396 	svs000 	idf0000 	NA 	32.6 	5.19 	YES 	YES 	i0396 	svs000 	idf0000 	0 	32.6 	5.19 	0 	0
i0396 	svs000 	idf0001 	NA 	36 	5.25 	YES 	YES 	i0396 	svs000 	idf0001 	0 	36.0 	5.25 	0 	0
i0397 	svs000 	idf0000 	NA 	30.2 	4.79 	YES 	YES 	i0397 	svs000 	idf0000 	0 	30.2 	4.79 	0 	0
i0397 	svs000 	idf0001 	NA 	146 	4.97 	YES 	YES 	i0397 	svs000 	idf0001 	0 	146.0 	4.97 	0 	0
i0398 	svs000 	idf0000 	NA 	59.1 	4.43 	YES 	YES 	i0398 	svs000 	idf0000 	0 	59.1 	4.43 	0 	0
i0398 	svs000 	idf0001 	NA 	40.7 	4.15 	YES 	YES 	i0398 	svs000 	idf0001 	0 	40.7 	4.15 	0 	0
i0399 	svs000 	idf0000 	NA 	47.6 	4.64 	YES 	YES 	i0399 	svs000 	idf0000 	0 	47.6 	4.64 	0 	0
i0399 	svs000 	idf0001 	NA 	33.1 	4.91 	YES 	YES 	i0399 	svs000 	idf0001 	0 	33.1 	4.91 	0 	0
i0402 	svs000 	idf0000 	NA 	43.6 	5.58 	YES 	YES 	i0402 	svs000 	idf0000 	0 	43.6 	5.58 	0 	0
i0402 	svs000 	idf0001 	NA 	46.7 	4.46 	YES 	YES 	i0402 	svs000 	idf0001 	0 	46.7 	4.46 	0 	0
i0403 	svs000 	idf0000 	NA 	65.3 	4.52 	YES 	YES 	i0403 	svs000 	idf0000 	0 	65.3 	4.52 	0 	0
i0403 	svs000 	idf0001 	NA 	49.8 	4.64 	YES 	YES 	i0403 	svs000 	idf0001 	0 	49.8 	4.64 	0 	0
i0407 	svs000 	idf0000 	NA 	103 	4.18 	YES 	YES 	i0407 	svs000 	idf0000 	0 	103.0 	4.18 	0 	0
i0407 	svs000 	idf0001 	NA 	146 	4.52 	YES 	YES 	i0407 	svs000 	idf0001 	0 	146.0 	4.52 	0 	0
i0408 	svs000 	idf0000 	NA 	77.2 	1.77 	YES 	YES 	i0408 	svs000 	idf0000 	0 	77.2 	1.77 	0 	0
i0408 	svs000 	idf0001 	NA 	71.1 	1.65 	YES 	YES 	i0408 	svs000 	idf0001 	0 	71.1 	1.65 	0 	0
i0409 	svs000 	idf0000 	NA 	43.2 	2.17 	YES 	YES 	i0409 	svs000 	idf0000 	0 	43.2 	2.17 	0 	0
i0409 	svs000 	idf0001 	NA 	118 	2.11 	YES 	YES 	i0409 	svs000 	idf0001 	0 	118.0 	2.11 	0 	0
i0413 	svs000 	idf0000 	NA 	43.9 	4.43 	YES 	YES 	i0413 	svs000 	idf0000 	0 	43.9 	4.43 	0 	0
i0413 	svs000 	idf0001 	NA 	60.8 	5.1 	YES 	YES 	i0413 	svs000 	idf0001 	0 	60.8 	5.1 	0 	0
i0415 	svs000 	idf0000 	NA 	56.3 	3.11 	YES 	YES 	i0415 	svs000 	idf0000 	0 	56.3 	3.11 	0 	0
i0415 	svs000 	idf0001 	NA 	79.9 	2.84 	YES 	YES 	i0415 	svs000 	idf0001 	0 	79.9 	2.84 	0 	0
i0417 	svs000 	idf0000 	NA 	59.2 	6.84 	YES 	YES 	i0417 	svs000 	idf0000 	0 	59.2 	6.84 	0 	0
i0417 	svs000 	idf0001 	NA 	123 	6.84 	YES 	YES 	i0417 	svs000 	idf0001 	0 	123.0 	6.84 	0 	0
i0418 	svs000 	idf0000 	NA 	41.2 	2.17 	YES 	YES 	i0418 	svs000 	idf0000 	0 	41.2 	2.17 	0 	0
i0418 	svs000 	idf0001 	NA 	158 	2.23 	YES 	YES 	i0418 	svs000 	idf0001 	0 	158.0 	2.23 	0 	0
i0419 	svs000 	idf0000 	NA 	22 	2.69 	YES 	YES 	i0419 	svs000 	idf0000 	0 	22.0 	2.69 	0 	0
i0419 	svs000 	idf0001 	NA 	176 	3.14 	YES 	YES 	i0419 	svs000 	idf0001 	0 	176.0 	3.14 	0 	0
i0420 	svs000 	idf0000 	NA 	39.9 	6.44 	YES 	YES 	i0420 	svs000 	idf0000 	0 	39.9 	6.44 	0 	0
i0420 	svs000 	idf0001 	NA 	27 	7.17 	YES 	YES 	i0420 	svs000 	idf0001 	0 	27.0 	7.17 	0 	0
i0421 	svs000 	idf0000 	NA 	15.7 	3.88 	YES 	YES 	i0421 	svs000 	idf0000 	0 	15.7 	3.88 	0 	0
i0421 	svs000 	idf0001 	NA 	98.3 	4.06 	YES 	YES 	i0421 	svs000 	idf0001 	0 	98.3 	4.06 	0 	0
i0423 	svs000 	idf0000 	NA 	73.6 	5.31 	YES 	YES 	i0423 	svs000 	idf0000 	0 	73.6 	5.31 	0 	0
i0423 	svs000 	idf0001 	NA 	107 	4.88 	YES 	YES 	i0423 	svs000 	idf0001 	0 	107.0 	4.88 	0 	0
i0427 	svs000 	idf0000 	NA 	36.3 	5.16 	YES 	YES 	i0427 	svs000 	idf0000 	0 	36.3 	5.16 	0 	0
i0427 	svs000 	idf0001 	NA 	82.5 	5.46 	YES 	YES 	i0427 	svs000 	idf0001 	0 	82.5 	5.46 	0 	0
i0428 	svs000 	idf0000 	NA 	27.5 	1.83 	YES 	YES 	i0428 	svs000 	idf0000 	0 	27.5 	1.83 	0 	0
i0428 	svs000 	idf0001 	NA 	65.7 	1.83 	YES 	YES 	i0428 	svs000 	idf0001 	0 	65.7 	1.83 	0 	0
i0430 	svs000 	idf0000 	NA 			YES 	YES 	i0430 	svs000 	idf0000 	0 	0.0 	0.0 	0 	0
i0430 	svs000 	idf0001 	NA 			YES 	YES 	i0430 	svs000 	idf0001 	0 	0.0 	0.0 	0 	0
i0430 	svs000 	idf0002 	NA 			YES 	YES 	i0430 	svs000 	idf0002 	0 	0.0 	0.0 	0 	0
i0450 	svs000 	idf0000 	NA 	112 	4.73 	YES 	YES 	i0450 	svs000 	idf0000 	0 	112.0 	4.73 	0 	0
i0450 	svs000 	idf0002 	NA 	66.8 	3.89 	YES 	YES 	i0450 	svs000 	idf0002 	0 	66.8 	3.89 	0 	0
i0450 	svs001 	idf0001 	NA 	50.9 	4.04 	YES 	YES 	i0450 	svs001 	idf0001 	0 	50.9 	4.04 	0 	0
i0451 	svs000 	idf0000 	NA 	46.1 	4.5 	YES 	YES 	i0451 	svs000 	idf0000 	0 	46.1 	4.5 	0 	0
i0451 	svs000 	idf0001 	NA 	25.2 	3.05 	YES 	YES 	i0451 	svs000 	idf0001 	0 	25.2 	3.05 	0 	0
i0452 	svs000 	idf0001 	NA 	25.2 	4.43 	YES 	YES 	i0452 	svs000 	idf0001 	0 	25.2 	4.43 	0 	0
i0452 	svs001 	idf0000 	NA 	23.2 	4.81 	YES 	YES 	i0452 	svs001 	idf0000 	0 	23.2 	4.81 	0 	0
i0452 	svs001 	idf0002 	NA 	25.8 	5.42 	YES 	YES 	i0452 	svs001 	idf0002 	0 	25.8 	5.42 	0 	0
i0453 	svs000 	idf0000 	NA 	90.3 	5.8 	YES 	YES 	i0453 	svs000 	idf0000 	0 	90.3 	5.8 	0 	0
